"","Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude.","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website","Creation_Date"
"624","Ardrossan Netball Club","2223 MAITLAND ROAD","ARDROSSAN","SA",5571,"hallys28@bigpond.com",-34.4238,137.90035,"Netball","",1972-12-27
"625","Port Lincoln Table Tennis Association","40 CORONATION PLACE","PORT LINCOLN","SA",5606,"portlincolntabletennis@yahoo.com.au",-34.74083,135.85616,"Table Tennis","http://www.pltta.com",1989-07-05
"626","Aldinga Football Club","186-196 PORT ROAD","ALDINGA","SA",5173,"icmspargo.1@optusnet.com.au",-35.268,138.48105,"Australian Rules","",2003-08-15
"627","Unley Football Club","4 KYRE AVENUE","KINGSWOOD","SA",5062,"secretary@unleyjets.com.au",-34.96928,138.61096,"Australian Rules","http://www.unleyjets.com.au/",1989-11-15
"628","Encounter Bay Netball Club","51 ARMSTRONG ROAD","VICTOR HARBOR","SA",5211,"lisa_jenks@hotmail.com",-35.55405,138.60382,"Netball","",1983-02-18
"629","Broadview Tennis Club","LOT 699 MYPONGA TERRACE","BROADVIEW","SA",5083,"kazza.morgan@gmail.com",-34.87937,138.61753,"Tennis","",1992-12-09
"630","Strathalbyn Soccer Club","25 CALLINGTON ROAD","STRATHALBYN","SA",5255,"President@strathstrikers.com.au",-35.25585,138.90377,"Football (Soccer)","http://www.strathstrikers.com.au",1963-06-14
"631","Paskeville Boors Plains Cricket Club","LOT 505 RAILWAY TERRACE","PASKEVILLE","SA",5552,"sdnelson@adam.com.au",-34.03973,137.90475,"Cricket","http://pbpcc.sa.cricket.com.au/",2005-05-05
"632","Gems Netball Club","1Doswell tce","Kadina","SA",NA,"Tc.stevens@bigpond.com",-33.95338,137.74415,"Basketball,Football (Soccer),Netball,Tennis","",1970-08-25
"633","Holmesdale Memorial Tennis Club","58 BREAKER STREET","ST MORRIS","SA",5068,"whitenvury@optusnet.com.au",-34.90912,138.64963,"Tennis","http://www.holmesdaletennisclub.com.au",1990-02-13
"634","Mypolonga Netball League Club","322 MYPOLONGA ROAD","MYPOLONGA","SA",5254,"mwynne@aussiebb.com.au",-35.02843,139.32705,"Australian Rules,Cricket,Netball,Tennis","",1993-02-05
"635","Noarlunga Football Club","LOT 101 PATAPINDA ROAD","OLD NOARLUNGA","SA",5168,"karli.goodwin@flinders.edu.au",-35.18292,138.49604,"Australian Rules","",1996-02-28
"636","South Australian Blind Cricket Club","TENANCY 10 575 NORTH EAST ROAD","GILLES PLAINS","SA",5086,"secretary@blindcricketsa.org",-34.85606,138.65546,"Cricket","http://www.blindcricktsa.org",1956-01-03
"637","South Australian Blind Cricket Club","LOT 50 BLACKS ROAD","GILLES PLAINS","SA",5086,"secretary@blindcricketsa.org",-34.85518,138.65343,"Cricket","http://www.blindcricktsa.org",1966-06-23
"638","Tennis SA","WAR MEMORIAL DRIVE","NORTH ADELAIDE","SA",5006,"sareception@tennis.com.au",-34.91782,138.59509,"Tennis","http://tennis.com.au/sa",1998-11-09
"639","Port Lincoln Calisthenics Club","LOT 301 MATTHEW PLACE","PORT LINCOLN","SA",5606,"portlincolncali@hotmail.com",-34.73127,135.86645,"Calisthenics","",1994-02-03
"640","Para Hills Soccer Club","LOT 12 BRIDGE ROAD","PARA HILLS WEST","SA",5096,"apwebb@bigpond.com",-34.81097,138.64472,"Football (Soccer)","http://parahillssc.com",1971-08-14
"641","Southern Stars Netball Club","17 CHRISTIE AVENUE","CHRISTIES BEACH","SA",5165,"southernstarsnc@gmail.com",-35.14085,138.48082,"Netball","http://www.southernstarsnetball.asn.au",1961-02-14
"642","Victor Harbor Football Club","LOT 332 GEORGE MAIN ROAD","VICTOR HARBOR","SA",5211,"peter.knight2@bigpond.com",-35.55655,138.61347,"Australian Rules","http://www.foxsportspulse.com/club_info.cgi?c=1-6233-92504-0-0",1951-01-13
"643","Port Adelaide Lion Soccer Club","LOT 313 HART STREET","ETHELTON","SA",5015,"rgbj@bigpond.net.au",-34.84658,138.48782,"Football (Soccer)","http://www.palsc.com.au/",1971-07-14
"644","Walkerville Junior Football Club","Warwick Street","WALKERVILLE","SA",NA,"kmcguinness@adam.com.au",-34.89434,138.61534,"Australian Rules","http://www.wjfc.com.au",1961-05-22
"645","Southern Stars Netball Club","9 ELANORA AVENUE","MORPHETT VALE","SA",5162,"southernstarsnc@gmail.com",-35.10714,138.53895,"Netball","http://www.southernstarsnetball.asn.au",1989-09-16
"646","Tanunda Tennis Club","6 LANGMEIL ROAD","TANUNDA","SA",5352,"helen.brighenti@icloud.com",-34.5212,138.95544,"Tennis","http://Tennis.com.au/tanundatc",1950-08-01
"647","Golden Grove Tennis Club","LOT 2 YATALA VALE ROAD","SURREY DOWNS","SA",5126,"secretary@ggtc.org.au",-34.79354,138.71467,"Tennis","http://www.ggtc.org.au",2001-01-22
"648","Lake Albert Gun Club","32 YARINDALE ROAD","MENINGIE","SA",5264,"itsinthebox@activ8.net.au",-35.69407,139.34485,"Shooting","https://www.facebook.com/LakeAlbertGunClub?ref=hl",1998-06-28
"649","Mount Compass Community Tennis Club","LOT 7 SCHOOL ROAD","MOUNT COMPASS","SA",5210,"tcbowles1969@gmail.com",-35.34907,138.61889,"Tennis","",2004-10-18
"650","Littlehampton Tennis Club","LOT 40 PRINCES HIGHWAY","LITTLEHAMPTON","SA",5250,"info@littlehamptontennisclub.com.au",-35.05621,138.85492,"Tennis","http://www.littlehamptontennisclub.com.au",1997-04-08
"651","Blackwood Football Club","Trevor Terrace","Blackwood","SA",NA,"blackwoodfc@outlook.com",-35.03188,138.60358,"Australian Rules","http://www.blackwoodfootballclub.com.au",2003-05-16
"652","Eudunda Robertstown Netball Club","LOT 190 MAIN ROAD","ROBERTSTOWN","SA",5381,"prior_ashlee77@hotmail.com",-33.99281,139.08046,"Netball","",1961-06-04
"653","Penola Golf Club","51 KRONGART ROAD","NANGWARRY","SA",5277,"paul.harmer381@schools.sa.edu.au",-37.46652,140.82482,"Golf","http://www.penolagolfclub.com.au",1993-11-17
"654","Beaumont Tennis Club","LOT 105 HAY ROAD","LINDEN PARK","SA",5065,"cjbagley@tpg.com.au",-34.94609,138.65107,"Tennis","http://www.beaumont.org.au",1980-05-28
"655","Venia GymSports","LOT 23 TURNER STREET","FELIXSTOW","SA",5070,"info@veniagymsports.com",-34.8915,138.64324,"Gymnastics","http://www.veniagymsports.com",1968-08-21
"656","Venia GymSports","226 OAKLANDS ROAD","MORPHETTVILLE","SA",5043,"info@veniagymsports.com",-34.99539,138.54511,"Gymnastics","http://www.veniagymsports.com",1995-08-02
"657","Noarlunga Figure Skating Club","LOT 204 DAVID WITTON DRIVE","NOARLUNGA CENTRE","SA",5168,"rjcoat_79@hotmail.com",-35.14008,138.48917,"Ice Skating","http://www.noarlungafigureskatingclub.org.au",2003-11-20
"658","Adelaide Pistol and Shooting Club","882 MALLALA ROAD","KORUNYE","SA",5502,"secretary@apsc.org.au",-34.51729,138.50998,"Shooting","",1978-03-19
"659","Goolwa Cricket Club","LOT 1 HUTCHINSON STREET","GOOLWA","SA",5214,"p-thurlow4653@bigpond.com",-35.50363,138.77982,"Cricket","",2002-04-19
"660","Henley Water Polo Club","SA Aquatic and Leisure Centre, 443 Morphett Road","Oaklands Park","SA",NA,"henleysharks@gmail.com",-35.01625,138.54277,"Water Polo","http://www.henleysharks.net.au",1956-06-26
"661","Roadrunners Softball Club","LOT 1031 THE GOLDEN WAY","GOLDEN GROVE","SA",5125,"linda@dialadigger.com.au",-34.79312,138.69208,"Softball","http://www.roadrunners.softball.org.au",1985-01-13
"662","Marion Swimming Club","443 Morphett road","Oaklands Park","SA",NA,"Adam.luscombe@ymca.org.au",-35.01625,138.54277,"Paralympics,Swimming","http://www.marionsc.org.au",2003-01-17
"663","Hub Gymnastics Club","40-50 YORK AVENUE","CLOVELLY PARK","SA",5042,"raeian@aapt.net.au",-35.00152,138.57386,"Gymnastics","http://hubgymnastics.com.au",1980-02-28
"664","DragonBoat SA","LOT 3 OLD PORT ROAD","WEST LAKES","SA",5021,"johnholland@senet.com.au",-34.85297,138.49934,"Dragon Boat","http://www.dragonboatsa.com",1953-11-16
"665","Victor Harbor Archery Club","557 INMAN VALLEY ROAD","BACK VALLEY","SA",5211,"victorharborarcheryclub@gmail.com",-35.52901,138.55854,"Archery","http://www.facebook/www.victorharborarchery.com.au",1974-02-19
"666","McLaren Districts Soccer Club","40 MAIN ROAD","MCLAREN FLAT","SA",5171,"sieben@bigpond.com",-35.20674,138.58635,"Football (Soccer)","http://Www.mclarensoccer.com",1993-02-13
"667","Lincoln South Football Club","42-44 TENNANT STREET","PORT LINCOLN","SA",5606,"brenton.neale@bigpond.com",-34.73361,135.84853,"Australian Rules","",1950-08-02
"668","Tea Tree Gully Golf Club","LOT 1 GRENFELL ROAD","FAIRVIEW PARK","SA",5126,"dean@ttggolfclub.com.au",-34.80253,138.72643,"Golf","http://www.ttggolfclub.com.au",1960-05-15
"669","North Gambier Football and Netball Club","104 COMMERCIAL STREET WEST","MOUNT GAMBIER","SA",5290,"jonathan.bruhn@mga.com",-37.8249,140.77314,"Australian Rules,Netball","http://www.northgambierfc.vcfl.com.au",2002-11-15
"670","West Gambier Football Club","32 WHITE AVENUE","MOUNT GAMBIER","SA",5290,"badsie@hotmail.com",-37.82169,140.74553,"Australian Rules,Cricket,Croquet,Football (Soccer),Gymnastics,Netball,Tennis","http://www.wbfl.com.au",1955-05-13
"671","Tea Tree Gully City Soccer Club","LOT 505 YATALA VALE ROAD","SURREY DOWNS","SA",5126,"ttgcscchairman@optusnet.com.au",-34.79382,138.71529,"Football (Soccer)","http://www.ttgsoccer.com.au",1994-05-10
"672","Quorn Netball Club","42 PARK TERRACE","QUORN","SA",5433,"michelle.baker315@schools.sa.edu.au",-32.34179,138.03759,"Netball","",1971-12-06
"673","White City Football Club","49 TODVILLE STREET","WOODVILLE WEST","SA",5011,"info@whitecityfc.com.au",-34.88771,138.5223,"Football (Soccer)","http://www.whitecityfc.com.au",1989-12-09
"674","Whyalla Cycling Club","LOT 90 MCBRYDE TERRACE","WHYALLA PLAYFORD","SA",5600,"whyallacyclingclub@gmail.com",-33.0245,137.57063,"Cycling","",1958-06-05
"675","Whyalla Hockey Association","LOT 100 NICOLSON AVENUE","WHYALLA NORRIE","SA",5608,"whachairperson@gmail.com",-33.02718,137.53812,"Bowls,Cricket,Hockey","http://whyallahockey.org.au",1959-08-12
"676","Ironbank Cherry Gardens Netball Club","653 ACKLAND HILL ROAD","COROMANDEL EAST","SA",5157,"kim@milde-platt.com",-35.05157,138.68016,"Netball","http://www.ironbank.netball.asn.au",1994-08-10
"677","Clare Horse & Pony Club","8510 HORROCKS HIGHWAY","CLARE","SA",5453,"clarehpc@gmail.com",-33.86341,138.6227,"Equestrian","http://www.chpc09.webs.com",1999-01-12
"678","South Whyalla Junior Football Club","LOT 32 BROADBENT TERRACE","WHYALLA","SA",5600,"leverington.scott@gmail.com",-33.04263,137.5808,"Australian Rules,Cricket,Gymnastics,Netball","http://www.southwhyalla.com.au/",1952-04-23
"679","Peake Gardens Riverside Tennis Club","LOT 127 BICE STREET","MARLESTON","SA",5033,"peter.mcmahon@sa.gov.au",-34.94605,138.56734,"Tennis","http://www.pgtrc.net.au",1951-07-18
"680","Berri Basketball Association","535 OLD STURT HIGHWAY","GLOSSOP","SA",5344,"Filomena.Hankin@sa.gov.au",-34.27468,140.53499,"Basketball","",1988-12-15
"681","Berri Basketball Association","LOT 87 CRAWFORD TERRACE","BERRI","SA",5343,"Filomena.Hankin@sa.gov.au",-34.28425,140.59697,"Basketball","",1978-08-15
"682","Federal Baseball Club","10-12 DOHLE ROAD","MOUNT GAMBIER","SA",5290,"michelle.nicholls@ksgroup.com.au",-37.84558,140.82035,"Baseball","",1996-12-09
"683","Penola Swimming Club","1 BOWDEN STREET","PENOLA","SA",5277,"and.kay@bigpond.com",-37.37697,140.83507,"Swimming","",1982-11-27
"684","Western United Tigers","LOT 85 EYRE HIGHWAY","PENONG","SA",5690,"jastelle4@bigpond.com",-31.92714,133.00723,"Australian Rules,Netball,Tennis","",1982-09-19
"685","Valley View Tennis Club","LOT 321 HELEN TERRACE","VALLEY VIEW","SA",5093,"jzpm@ozemail.com.au",-34.83967,138.66593,"Tennis","",1993-02-15
"686","Kangarilla Netball Club","1992 KANGARILLA ROAD","KANGARILLA","SA",5157,"jjrs4@bigpond.com",-35.14279,138.66009,"Australian Rules,Cricket,Netball,Tennis","",1955-11-24
"687","Old Collegians' Rugby Union Football Club","LOT 499 LAUREL AVENUE","LINDEN PARK","SA",5065,"simonelp19@hotmail.com",-34.94315,138.64965,"Rugby Union","http://www.oldcollegiansrugby.org.au",1970-05-27
"688","Athelstone Kindergym","70 STRADBROKE ROAD","NEWTON","SA",5074,"akgpresident@hotmail.com",-34.88274,138.69131,"Gymnastics","http://www.athelstonekindergym.org",1954-05-27
"689","DanceSport South Australia","13 BOLTON AVENUE","DEVON PARK","SA",5008,"exec.sa@dancesport.org.au",-34.88991,138.57909,"Dancesport","http://www.dancesport.org.au",1992-03-23
"690","Kangarilla Football Club","1990 KANGARILLA ROAD","KANGARILLA","SA",5157,"leigh.thredgold@flinders.edu.au",-35.14188,138.65968,"Australian Rules","http://www.kangarillafc.sportingpulse.net",1956-05-08
"691","DanceSport South Australia","UNIT 7 210 HENLEY BEACH ROAD","TORRENSVILLE","SA",5031,"exec.sa@dancesport.org.au",-34.92395,138.55785,"Dancesport","http://www.dancesport.org.au",1971-01-28
"692","Great Southern Amateur Basketball Association","48-50 GEORGE MAIN ROAD","VICTOR HARBOR","SA",5211,"dkearl66@hotmail.com",-35.55724,138.60062,"Basketball","http://greatsouthern.basketball.net.au",1951-10-10
"693","DanceSport South Australia","20 CRITTENDEN ROAD","FINDON","SA",5023,"exec.sa@dancesport.org.au",-34.90359,138.54509,"Dancesport","http://www.dancesport.org.au",1956-01-28
"694","Kangaroo Island Calisthenics Club","LOT 85 WEDGEWOOD ROAD","PARNDANA","SA",5220,"tracy.mills@elders.com.au",-35.79145,137.26369,"Calisthenics","http://N/A",2004-08-16
"695","Great Southern Amateur Basketball Association","2-30 GLENDALE GROVE","GOOLWA","SA",5214,"dkearl66@hotmail.com",-35.49291,138.77334,"Basketball","http://greatsouthern.basketball.net.au",1965-12-09
"696","Gymnastics SA","226 OAKLANDS ROAD","MORPHETTVILLE","SA",5043,"highperformance@gymsa.com.au",-34.99523,138.54537,"Gymnastics","http://www.gymsa.com.au/hp",1985-05-03
"697","Campbelltown Little Athletics Centre","LOT 104 SILKES ROAD","PARADISE","SA",5075,"sneagle@adel.bentleys.com.au",-34.8709,138.68551,"Athletics","http://www.campbelltownlittleathletics.com",1950-01-03
"698","DanceSport South Australia","7 LIVINGSTONE COURT","FINDON","SA",5023,"exec.sa@dancesport.org.au",-34.90479,138.5246,"Dancesport","http://www.dancesport.org.au",1966-07-13
"699","Whydale Calisthenics Club","53 MCRITCHIE CRESCENT","WHYALLA STUART","SA",5608,"Tashy1@live.com.au",-33.02223,137.52724,"Calisthenics,Dancesport","",1950-10-17
"700","Henley Football Club","LOT 17 ATKIN STREET","HENLEY BEACH","SA",5022,"dhaskard@etbrowne.com.au",-34.91983,138.5006,"Australian Rules","http://www.henleysharks.com.au",2004-10-01
"701","Trott Park Fencing Club","21-43 ADAMS ROAD","SHEIDOW PARK","SA",5158,"trottparkfc@hotmail.com",-35.07141,138.53227,"Fencing","http://www.trottparkfencingclub.org.au",1951-11-18
"702","Yankalilla Hockey Club","LOT 2 MAIN SOUTH ROAD","YANKALILLA","SA",5203,"vblack@chariot.net.au",-35.45749,138.34946,"Hockey","",1965-04-21
"703","Kenilworth Football Club","UNIT 2 14 LAURA AVENUE","ST MARYS","SA",5042,"vanessa@partychoices4kids.com.au",-35.00805,138.57871,"Australian Rules","http://www.kenilworthfc.com.au",1969-01-11
"704","Gawler Central Sporting Club","LOT 4 NIXON TERRACE","GAWLER","SA",5118,"ksonger@bigpond.net.au",-34.59764,138.73981,"Australian Rules,Cricket,Netball","http://www.GCSC.com.au",1993-08-18
"705","Goolwa Tennis Club","20 HUTCHINSON STREET","GOOLWA","SA",5214,"michellejorgensen7@gmail.com",-35.50475,138.78153,"Tennis","",1984-01-12
"706","Plympton Halifax Calisthenics Club","364A MARION ROAD","NORTH PLYMPTON","SA",5037,"megemmacasey@internode.on.net",-34.95956,138.55407,"Calisthenics","http://plymptonhalifax.org.au/",1961-03-20
"707","The Cove Football Club","65 ELIZABETH CRESCENT","HALLETT COVE","SA",5158,"covesecretary@hotmail.com",-35.08734,138.50638,"Australian Rules","http://www.foxsportspulse.com/club_info.cgi?client=1-6133-93293-0-0",2000-02-09
"708","Kooyonga Golf Club","May Terrace","Lockleys","SA",NA,"susie@kooyongagolf.com.au",-34.92966,138.53206,"Golf","http://www.kooyongagolf.com.au",1971-05-26
"709","Mylor Netball Club","46 STOCK ROAD","MYLOR","SA",5153,"karliecotter@heartandvascular.com.au",-35.03933,138.73269,"Netball","http://mylor.sa.netball.com.au/",1955-10-15
"710","Western Youth Centre","LOT 23 MARION ROAD","COWANDILLA","SA",5033,"wycinc@bigpond.com",-34.93115,138.5527,"Cricket,Football (Soccer),Gymnastics,Ju Jitsu,Judo,Tennis","http://wycinc.com.au",1961-05-20
"711","SMOSH West Lakes Junior Football Club","LOT 1 NEWCOMBE AVENUE","WEST LAKES SHORE","SA",5020,"treasurer@smoshjfc.com.au",-34.86555,138.48588,"Australian Rules","http://www.smoshjfc.com.au/",1962-07-21
"712","Murray Bridge Golf Club","2 RITTER STREET","MURRAY BRIDGE","SA",5253,"mbridgegc@internode.on.net",-35.12712,139.26656,"Golf","http://www.murraybridgegolfclub.com.au",1996-01-26
"713","Freeling Netball Club","6 CHERRY STREET","FREELING","SA",5372,"freelingnetballclub@gmail.com",-34.45331,138.81257,"Netball","http://Www.freeling.sa.netball.com.au",1971-11-24
"714","Tea Tree Gully Gymsports","88 ELIZABETH STREET","BANKSIA PARK","SA",5091,"ttgg_gymsportsmanager@gymnastics.org.au",-34.81052,138.72553,"Gymnastics","http://ttgg.gymnastics.org.au/",1969-04-23
"715","Bordertown KNT Netball Club","LOT 868 SOUTH TERRACE","BORDERTOWN","SA",5268,"bordertownkntnetballclub@yahoo.com",-36.31371,140.77353,"Netball","",1969-01-21
"716","Bordertown & District Basketball Association","LOT 103 VENN AVENUE","BORDERTOWN","SA",5268,"bordertownbasketballassociation@yahoo.com",-36.31545,140.7701,"Basketball","",1991-10-08
"717","Mount Compass Netball Club","13 SCHOOL ROAD","MOUNT COMPASS","SA",5210,"mcnc@y7mail.com",-35.34891,138.61976,"Netball","",1954-09-18
"718","Western Districts Memorial Community and Sports Centre","916 PLAYFORD HIGHWAY","GOSSE","SA",5223,"debbianddale@bigpond.com",-35.77812,136.79679,"Australian Rules,Netball,Tennis","",2000-11-02
"719","Eastern United Football Club","277 LOWER ATHELSTONE ROAD","ATHELSTONE","SA",5076,"admin@easternunitedfc.com.au",-34.86364,138.70553,"Football (Soccer)","http://www.easternunitedfc.com.au",2003-06-24
"720","Eastern United Football Club","LOT 104 SILKES ROAD","PARADISE","SA",5075,"admin@easternunitedfc.com.au",-34.8709,138.68551,"Football (Soccer)","http://www.easternunitedfc.com.au",1950-03-09
"721","Golden Grove Table Tennis Club","LOT 505 YATALA VALE ROAD","SURREY DOWNS","SA",5126,"pupudelta@bigpond.com",-34.79426,138.71557,"Table Tennis","",2003-08-20
"722","East Torrens Payneham Baseball Club","LOT 23 TURNER STREET","FELIXSTOW","SA",5070,"gsnelgrove@bigpond.com",-34.8915,138.64324,"Baseball","http://easttorrensbaseballclub.com",1991-12-19
"723","Softball SA","LOT 2 WEST BEACH ROAD","WEST BEACH","SA",5024,"admin@softballsa.com.au",-34.94709,138.50874,"Softball","http://www.sa.softball.org.au/",1967-12-06
"724","Tod Street Tennis Club","LOT 2 VICTORIA TERRACE","GAWLER","SA",5118,"secretary@todstreet.gawlertennis.com.au",-34.59278,138.74477,"Tennis","http://todstreet.gawlertennis.com.au",1973-07-22
"725","Swimming SA","443 Morphett Road","Oaklands Park","SA",NA,"michelle.doyle@sa.swimming.org.au",-35.01625,138.54277,"Diving,Swimming,Water Polo","http://www.sa.swimming.org.au",1985-03-02
"726","Blue Lake Soccer Club","50 WHITE AVENUE","MOUNT GAMBIER","SA",5290,"melissa@accare.org.au",-37.82678,140.75318,"Football (Soccer)","http://www.blfc.net",1996-11-14
"727","Mt Schank Tennis Club","LOT 18 POST OFFICE ROAD","MOUNT SCHANK","SA",5291,"kintyre98@bigpond.com",-37.94638,140.72963,"Tennis","",1977-02-11
"728","Hatherleigh Football Club","LOT 463 MISSION STATION ROAD","HATHERLEIGH","SA",5280,"hfc@live.com.au",-37.4883,140.28919,"Australian Rules,Golf,Netball","",1953-02-12
"729","Brighton Districts and Old Scholars Football Club","UNIT 2 410-420 HIGHET AVENUE","HOVE","SA",5048,"brightonbombers@hotmail.com",-35.01514,138.52478,"Australian Rules","http://www.brightonbombers.com",2001-04-14
"730","Gawler Eagles Soccer Club","140 ANGLE VALE ROAD","EVANSTON GARDENS","SA",5116,"gmcavoy@ipacsa.com.au",-34.62616,138.71424,"Football (Soccer)","http://www.gawlereagles.com",1988-07-14
"731","Elizabeth Lifesaving Club","LOT 25 CROCKERTON ROAD","ELIZABETH","SA",5112,"elizclub@hotmail.com",-34.72263,138.66664,"Surf Lifesaving","",1965-11-02
"732","Port Lincoln Basketball Association","2 JUBILEE DRIVE","PORT LINCOLN","SA",5606,"plsharks@bigpond.com",-34.74368,135.87296,"Basketball","http://www.foxsportspulse.com/assoc_page.cgi?c=1-4690-0-0-0&a=COMPS",1969-12-28
"733","South Clare Sports Club","LOT 40 MAIN NORTH ROAD","CLARE","SA",5453,"tim@timmcneilwines.com.au",-33.83786,138.61394,"Australian Rules","http://www.southclaresportsclub.com",1976-06-19
"734","South Adelaide Squash Club","2A MIDERA AVENUE","EDWARDSTOWN","SA",5039,"southadelaide@bigpond.com",-34.99256,138.56979,"Squash","http://www.sams.asn.au",2002-03-22
"735","Ingle Farm Sporting Club","5 BELALIE ROAD","INGLE FARM","SA",5098,"inglefarmsc@bigpond.com",-34.82738,138.64085,"Australian Rules,Basketball,Cricket,Darts,Eight-Ball,Golf,Netball","http://www.inglefarm.org.au",1960-08-03
