"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Southern Breakers Soccer Club","LOT 1 PORT ELLIOT ROAD","PORT ELLIOT","SA","5212","owen.boyd625@schools.sa.edu.au","-35.530099999999997","138.67572999999999","Football (Soccer)","http://www.southernbreakers.com/"
"Vipers Football Club","1 ST CLAIR AVENUE","ST CLAIR","SA","5011","alfran17@bigpond.com","-34.874049999999997","138.53751","Football (Soccer)","www.vipersfc.com.au"
"Karate-Do Goju Australia Inc.","LOT 401 JUSTIN CRESCENT","CHRISTIE DOWNS","SA","5164","mick_smith@iinet.net.au","-35.132539999999999","138.49345","Karate","https://www.facebook.com/kgaustralia"
"Barossa Magic Basketball Club","LOT 500 VINE STREET","NURIOOTPA","SA","5355","barossamagic@gmail.com","-34.465670000000003","138.98303999999999","Basketball",""
"South Lakes Golf Club","10 BILLABONG ROAD","GOOLWA SOUTH","SA","5214","gm@southlakesgolf.com.au","-35.516069999999999","138.78348","Golf","www.southlakesgolf.com.au"
"Happy Valley BMX Club","LOT 98 TAYLORS ROAD","ABERFOYLE PARK","SA","5159","happyvalleybmx1@gmail.com","-35.070999999999998","138.59245999999999","BMX","http://happyvalleybmxclub.com.au/contact-us/"
"Afghan United Association","59 GLADSTONE AVENUE","KILBURN","SA","5084","hasan.yazdani@hotmail.com","-34.863520000000001","138.58959999999999","Football (Soccer),Volleyball",""
"Aerial Gymnastics Club","LOT 2121 GRAND BOULEVARD","SEAFORD","SA","5169","aerialgymsa@gmail.com","-35.187609999999999","138.48002","Gymnastics",""
"Mount Gambier Italo Australian Club","134-136 BAY ROAD","MOORAK","SA","5291","mena@joedagostino.com.au","-37.850430000000003","140.76112000000001","Football (Soccer)",""
"Brighton and Seacliff Yacht Club","244 ESPLANADE","SEACLIFF","SA","5049","bsyc@bsyc.com.au","-35.035200000000003","138.51742999999999","Sailing","www.bsyc.com.au"
"Yankalilla Football Club","88 MAIN STREET","YANKALILLA","SA","5203","juniors@yankfc.com","-35.458959999999998","138.34925999999999","Australian Rules","yankfc.com"
"Northern Districts Calisthenics Club","2-10 CHURCH STREET","SALISBURY","SA","5108","secretary@northerndistrictscalisthenicsclub.com","-34.764290000000003","138.64626999999999","Calisthenics","northerndistrictscalisthenicsclub.com"
"Border Downs Tintinara Netball Club","1-5 POYNTZ TERRACE","COONALPYN","SA","5265","randbfreund@internode.on.net","-35.692749999999997","139.85484","Netball",""
"Border Downs Tintinara Netball Club","2 FILMER STREET","TINTINARA","SA","5266","randbfreund@internode.on.net","-35.886060000000001","140.06141","Netball",""
"Summertown Tennis Club","1053 TREGARTHEN ROAD","SUMMERTOWN","SA","5141","forsh001@mymail.unisa.edu","-34.958150000000003","138.72746000000001","Tennis","summertown.com.au"
"Cowell Football Club","LOT 235 NORTH TERRACE","COWELL","SA","5602","","-33.679729999999999","136.92428000000001","Australian Rules",""
"The Kapunda Cricket Club","LOT 16 MONTEFIORE STREET","KAPUNDA","SA","5373","kapundacricketclub@hotmail.com","-34.337980000000002","138.90646000000001","Cricket",""
"Penola KNT Netball Club","23 CAMERON STREET","PENOLA","SA","5277","penolanetball@hotmail.com","-37.374760000000002","140.84026","Netball",""
"RSMU Netball Club","LOT 122 BRUCE ROAD","RIVERTON","SA","5412","","-34.154049999999998","138.74888000000001","Netball",""
"Blackwood Golf Club","611 CHERRY GARDENS ROAD","CHERRY GARDENS","SA","5157","info@blackwoodgolf.com.au","-35.055430000000001","138.67692","Golf","http://www.blackwoodgolf.com.au"
"Marion Football Club","260-264 STURT ROAD","MARION","SA","5043","marionfc.auskick@outlook.com","-35.016750000000002","138.55354","Australian Rules","www.marionfc.com.au"
"Colonel Light Gardens Football Club","2 STURT AVENUE","COLONEL LIGHT GARDENS","SA","5041","clgfc.juniors@clgfc.com.au","-34.989930000000001","138.59429","Australian Rules","www.clgfc.com.au"
"Eastern Districts Little Athletics Centre","95A CONYNGHAM STREET","FREWVILLE","SA","5063","president1@edla.com.au","-34.948320000000002","138.6345","Athletics","www.edla.com.au"
"Nairne Bremer United Football Club","85 SYDNEY ROAD","NAIRNE","SA","5252","mike.pfeiffer@rh.com.au","-35.035229999999999","138.92689999999999","Australian Rules",""
"Broadview Football Club","LOT 174 FRENCH STREET","BROADVIEW","SA","5083","bfc@doodyandassociates.com.au","-34.878700000000002","138.61706000000001","Australian Rules","http://www.broadviewfc.com.au/"
"Motorcycling SA","345 SNAKE GULLY ROAD","HARROGATE","SA","5244","development@motorcyclingsa.org.au","-35.003039999999999","139.01675","Motorcycling","www.motorcyclingsa.org.au "
"Eastern Park Wolves Sports and Social Club","LOT 91 MAIN NORTH ROAD","ELIZABETH EAST","SA","5112","easternparkwolves@live.com.au","-34.730260000000001","138.67658","Football (Soccer)","www.northernwolves,com.au"
"Waikerie Netball Club","24 BLAKE ROAD","WAIKERIE","SA","5330","waikerienetballclub@hotmail.com","-34.18468","139.97463999999999","Netball","https://www.facebook.com/waikerie.netballc"
"Millicent Squash Club","15 WILLIAMS ROAD","MILLICENT","SA","5280","ron.r.wood@bigpond.com","-37.603470000000002","140.35802000000001","Squash",""
"World Taekwondo/Oriental Sports Academy","221-239 STURT STREET","ADELAIDE","SA","5000","info@worldtaekwondo.com.au","-34.93385","138.59021000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","214-258 WAKEFIELD STREET","ADELAIDE","SA","5000","info@worldtaekwondo.com.au","-34.927720000000001","138.60936000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","121 BLACK ROAD","FLAGSTAFF HILL","SA","5159","info@worldtaekwondo.com.au","-35.048639999999999","138.58520999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","100-108 BOTTING STREET","ALBERT PARK","SA","5014","info@worldtaekwondo.com.au","-34.88064","138.52095","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","21 COROMANDEL PARADE","BLACKWOOD","SA","5051","info@worldtaekwondo.com.au","-35.022860000000001","138.61842999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","65 STURT ROAD","BRIGHTON","SA","5048","info@worldtaekwondo.com.au","-35.019159999999999","138.53097","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","486 GLYNBURN ROAD","BURNSIDE","SA","5066","info@worldtaekwondo.com.au","-34.935380000000002","138.66034999999999","Taekwondo","www.worldtaekwondo.com.au"
"Millicent Golf Club","352 GOLF COURSE ROAD","MOUNT BURR","SA","5279","millicentgolfclub5@bigpond.com","-37.569850000000002","140.46083999999999","Golf","www.millicentgolfclub.com.au"
"World Taekwondo/Oriental Sports Academy","379 CALLINGTON ROAD","CALLINGTON","SA","5254","info@worldtaekwondo.com.au","-35.138660000000002","139.02906999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","607 LOWER NORTH EAST ROAD","CAMPBELLTOWN","SA","5074","info@worldtaekwondo.com.au","-34.87932","138.66220999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","LOT 20 MAIN STREET","CRAFERS","SA","5152","info@worldtaekwondo.com.au","-34.997720000000001","138.70323999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","310 TORRENS ROAD","CROYDON PARK","SA","5008","info@worldtaekwondo.com.au","-34.882570000000001","138.56148999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","222 FINDON ROAD","FINDON","SA","5023","info@worldtaekwondo.com.au","-34.897539999999999","138.53152","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","LOT 1037 AEOLIAN DRIVE","GOLDEN GROVE","SA","5125","info@worldtaekwondo.com.au","-34.790089999999999","138.69328999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","LOT 765 THE GOLDEN WAY","GOLDEN GROVE","SA","5125","info@worldtaekwondo.com.au","-34.7776","138.71105","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","LOT 45 MAIN STREET","HAHNDORF","SA","5245","info@worldtaekwondo.com.au","-35.02863","138.80929","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","1 GLEDSDALE ROAD","HALLETT COVE","SA","5158","info@worldtaekwondo.com.au","-35.077840000000002","138.50998999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","378 SEAVIEW ROAD","HENLEY BEACH","SA","5022","info@worldtaekwondo.com.au","-34.916969999999999","138.49412000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","25 CULROSS AVENUE","MYRTLE BANK","SA","5064","info@worldtaekwondo.com.au","-34.958179999999999","138.62621999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","UNIT 2 2 BAKER STREET","LITTLEHAMPTON","SA","5250","info@worldtaekwondo.com.au","-35.050130000000003","138.86538999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","247 MAWSON LAKES BOULEVARD","MAWSON LAKES","SA","5095","info@worldtaekwondo.com.au","-34.815849999999998","138.60748000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","396 WRIGHT ROAD","MODBURY","SA","5092","info@worldtaekwondo.com.au","-34.834290000000003","138.66873000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","5 GAWLER STREET","MOUNT BARKER","SA","5251","info@worldtaekwondo.com.au","-35.067390000000003","138.85733999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","4 MALTARRA ROAD","MUNNO PARA","SA","5115","info@worldtaekwondo.com.au","-34.675559999999997","138.69535999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","29 GRAND JUNCTION ROAD","ROSEWATER","SA","5013","info@worldtaekwondo.com.au","-34.85172","138.51535999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","3 BALFOUR STREET","NAILSWORTH","SA","5083","info@worldtaekwondo.com.au","-34.883519999999997","138.60363000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","UNIT 1-6 3 CHURCH STREET","SALISBURY","SA","5108","info@worldtaekwondo.com.au","-34.763750000000002","138.64562000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","LOT 160 BAGSTER ROAD","SALISBURY NORTH","SA","5108","info@worldtaekwondo.com.au","-34.755780000000001","138.63119","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","200 MILITARY ROAD","SEMAPHORE","SA","5019","info@worldtaekwondo.com.au","-34.839750000000002","138.48401999999999","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","24 ST PETERS STREET","ST PETERS","SA","5069","info@worldtaekwondo.com.au","-34.906219999999998","138.61823000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","17 KIDNEY STREET","URAIDLA","SA","5142","info@worldtaekwondo.com.au","-34.959020000000002","138.74340000000001","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","159 STEPHEN TERRACE","WALKERVILLE","SA","5081","info@worldtaekwondo.com.au","-34.894730000000003","138.61212","Taekwondo","www.worldtaekwondo.com.au"
"World Taekwondo/Oriental Sports Academy","386 GOODWOOD ROAD","CUMBERLAND PARK","SA","5041","info@worldtaekwondo.com.au","-34.969410000000003","138.59019000000001","Taekwondo","www.worldtaekwondo.com.au"
"West Hockey Club","200 JUBILEE HIGHWAY EAST","MOUNT GAMBIER","SA","5290","hockeysk@internode.on.net","-37.844050000000003","140.81927999999999","Hockey",""
"Renmark Olympic Soccer Club","LOT 98 RAL RAL AVENUE","RENMARK","SA","5341","tkvandyk@bigpond.com","-34.167999999999999","140.74327","Football (Soccer)",""
"Central Eyre Netball Club","54 BEDFORD ROAD","KYANCUTTA","SA","5651","bethm.sampson@bigpond.com","-33.128929999999997","135.55937","Netball","www.centraleyre.netball.sa.au"
"Central Eyre Netball Club","58 CLUB ROAD","WARRAMBOO","SA","5650","bethm.sampson@bigpond.com","-33.238199999999999","135.59949","Netball","www.centraleyre.netball.sa.au"
"Kadina Motocross Club","58 SMITH AVENUE","WALLAROO MINES","SA","5554","kadinamxclub@yahoo.com.au","-33.976010000000002","137.69649000000001","Motorcycling","http://kadinamotoxclub.com/"
"Hahndorf Softball Club Incorporated","249 OLD PRINCES HIGHWAY","LITTLEHAMPTON","SA","5250","president@hahndorfsoftball.com","-35.044199999999996","138.87588","Softball","www.hahndorfsoftball.com"
"Acacia Gold Vaulting Club","259 HAMILTONS ROAD","SPRINGTON","SA","5235","sarah.hocking@adelaide.edu.au","-34.708399999999997","139.11408","Equestrian",""
"United Football Club","11 RIDLEY ROAD","LONG PLAINS","SA","5501","unitedfc@sanflcfl.com.au","-34.362780000000001","138.37615","Australian Rules",""
"Penfield Golf Club","32-34 WOOMERA AVENUE","EDINBURGH","SA","5111","secretary@penfieldgolfclub.com.au","-34.743110000000001","138.64279999999999","Golf","www.penfieldgolfclub.com.au"
"Renmark Hockey Club","25 CHILTON ROAD","BERRI","SA","5343","renmarkhockey@gmail.com","-34.27993","140.61408","Hockey","https://sitedesq.imgstg.com/site/index.cfm?fuseaction=display_main&OrgID=11636"
"Gawler Rangers Baseball Club","140 ANGLE VALE ROAD","EVANSTON GARDENS","SA","5116","gawlerrangersbaseballclub@gmail.com","-34.625349999999997","138.71433999999999","Baseball","www.facebook.com/grbcofficial"
"Jervois Bluds Netball Club","11 WILLIAM STREET","JERVOIS","SA","5259","mdohnt@coorong.sa.gov.au","-35.26538","139.43552","Netball",""
"Langhorne Creek Football Sports and Social Club","LOT 30 MURRAY ROAD","LANGHORNE CREEK","SA","5255","langhornecreekfc@adam.com.au","-35.298430000000003","139.02878999999999","Australian Rules","www.langhornecreekfc.com.au"
"Southern Districts Baseball Club","63 COPERNICUS ROAD","CHRISTIE DOWNS","SA","5164","admin@sdbc.com.au","-35.1282","138.49422999999999","Baseball","www.sdbc.com.au"
"Thevenard Sports and Community Centre","2 PENNA STREET","THEVENARD","SA","5690","thevenardscc@hotmail.com","-32.145000000000003","133.65180000000001","Australian Rules,Netball,Tennis","http://www.foxsportspulse.com/club_info.cgi?c=1-6622-101654-0-0"
"Fulham United Football Club","1 CHATSWOOD CRESCENT","KIDMAN PARK","SA","5025","romeo@odv.com.au","-34.913159999999998","138.52041","Football (Soccer)","fulhamunited.com.au"
"Renmark Hockey Club","LOT 40 NINETEENTH STREET","RENMARK","SA","5341","renmarkhockey@gmail.com","-34.17165","140.74039999999999","Hockey","https://sitedesq.imgstg.com/site/index.cfm?fuseaction=display_main&OrgID=11636"
"Yorke Peninsula Dirt Kart Club","copper coast highway","kadina","SA","","tony@coppercitysigns.com.au","-33.9482","137.66504","Motor Sport","www.ypdkc.com"
"Northern Districts Calisthenics Club","19 WILTSHIRE STREET","SALISBURY","SA","5108","secretary@northerndistrictscalisthenicsclub.com","-34.762300000000003","138.64764","Calisthenics","northerndistrictscalisthenicsclub.com"
"Blue Lake Public Golf Links","LOT 346 GRANT AVENUE","MOORAK","SA","5291","lakes.caddy.shack@bigpond.com","-37.843919999999997","140.75507999999999","Golf","bluelakepublicgolflinks.com.au"
"Playford Wells Hockey Club","LOT 1001 VINCENT ROAD","SMITHFIELD PLAINS","SA","5114","playfordwellshockey@yahoo.com","-34.677959999999999","138.66987","Hockey","www2.playfordwellshockeyclub.com.au"
"Morphett Vale Netball Club","LOT 150 MAIN SOUTH ROAD","MORPHETT VALE","SA","5162","matbac@esc.net.au","-35.127769999999998","138.52481","Netball","www.morphettvalemagicnetballclub.com"
"Wudinna United Netball Club","43 MEDLEY TERRACE","WUDINNA","SA","5652","td.jdklante@bigpond.com","-33.045870000000001","135.46357","Netball",""
"Burnside Tennis Club","46 LOCKWOOD ROAD","ERINDALE","SA","5066","burnsidetennisclub.com","-34.931579999999997","138.66439","Tennis","www.burnsidetennis.com"
"Ironbank Cherry Gardens Football Club","660 ACKLAND HILL ROAD","CHERRY GARDENS","SA","5157","johnrosman@internode.on.net","-35.052889999999998","138.68120999999999","Australian Rules","www.ironbankfootball.com.au"
"Suttontown Tennis Club","93 PINE HALL AVENUE","SUTTONTOWN","SA","5291","molly1990@internode.on.net","-37.798319999999997","140.77383","Tennis",""
"The Parks Swimming Club","19 COWAN STREET","ANGLE PARK","SA","5010","theparkssc@gmail.com","-34.859000000000002","138.55851999999999","Swimming","http://theparks.swimming.org.au"
"Barossa District Football and Netball Club","15 SPRINGTON ROAD","WILLIAMSTOWN","SA","5351","footy@juniordoggies.com.au","-34.673380000000002","138.90272999999999","Australian Rules","http://www.foxsportspulse.com/club_info.cgi?c=1-6704-88186-0-0"
"Seacliff Hockey Club","1 LUCY MAY DRIVE","SEACLIFF","SA","5049","junior@shc.org.au","-35.039119999999997","138.52350000000001","Hockey","www.shc.org.au"
"Boston Football Club","LOT 302 MATTHEW PLACE","PORT LINCOLN","SA","5606","craig@eyretankmakers.com.au","-34.730260000000001","135.86518000000001","Australian Rules",""
"Modbury Hawks Netball Club","LOT 138 GAMES STREET","GOLDEN GROVE","SA","5125","modburyhawksnetball@gmail.com","-34.788539999999998","138.69882999999999","Netball","modburyhawksnc.com"
"Nuriootpa Netball Club","6 PENRICE ROAD","NURIOOTPA","SA","5355","","-34.468499999999999","138.99992","Netball","www.nuriootpanetballclub.com.au"
"Strathalbyn Football Club","4 QUEEN STREET","STRATHALBYN","SA","5255","secretary@strathfootyclub.com.au","-35.260669999999998","138.88506000000001","Australian Rules","www.strathfootyclub.com.au"
"Freeling Football Club","40 HANSON STREET","FREELING","SA","5372","freelingjuniorswebsite@hotmail.com","-34.455640000000002","138.81457","Australian Rules","http://www.foxsportspulse.com/club_info.cgi?clubID=117340&c=1-8155-0-0-0"
"Gawler Calisthenic Club","89-91 MURRAY STREET","GAWLER","SA","5118","gawlercali@gmail.com","-34.599330000000002","138.74936","Calisthenics","www.gawlercalisthenicsclub.com"
"Pegasus Pony Club","171-191 GREENWITH ROAD","GOLDEN GROVE","SA","5125","golden.flash@live.com","-34.785530000000001","138.72846000000001","Pony Clubs","www.pegasusponyclub"
"Crystal Brook Hockey Club","7 BOWMAN STREET EX","CRYSTAL BROOK","SA","5523","thegulins@gmail.com","-33.349200000000003","138.21097","Hockey",""
